8.533411250003070081e-05,-6.891547027429617588e-05,-5.236167500000000752e-01,-3.784961440100272356e-01,3.999960000000000321e-02,1.000135500085363338e+00,1.000071250090089459e+00,5.236082500000001083e-01,2.017590285024705443e-01,5.412859999999999894e-02
3.669300964453671432e-02,-3.304415222051689666e-02,-6.445317500000000699e-01,-1.389831435173950913e+00,8.497700000000000253e-01,1.060383565803038275e+00,1.031849172118529001e+00,5.885132499999999878e-01,1.252081855309681080e+00,1.144889999999999963e+00
1.082320515387342197e-01,-1.726029043849720557e-01,-1.280308750000000106e+00,-1.459931401004392892e+00,1.675200000000000022e+00,1.236355442309768460e+00,1.153483801507093842e+00,9.938452500000000134e-01,1.415624938022024493e+00,2.390800000000000036e+00
-7.665962045342672448e-02,-5.152557478917919598e-01,-3.663918750000000113e+00,-1.523633908267447046e+00,2.507750000000000146e+00,1.581082014131819591e+00,1.488735094602990472e+00,3.015691250000000156e+00,1.519675354533893241e+00,4.902999999999999581e+00
-1.382301421093524496e+00,-1.885366334553999046e+00,-2.257507987500000013e+02,-1.570248696119233456e+00,3.159019999999999939e+00,3.018936279067077511e+00,2.859884964649373806e+00,2.254542012500000112e+02,1.570250472937084529e+00,2.016150000000000091e+02
-2.714025533822611802e+00,-3.659850165716643566e+00,-6.840609987248700112e+06,-1.570796317324643754e+00,3.126119999999999788e+00,5.247195675399058956e+00,4.643760305507104391e+00,6.853740012751300819e+06,1.570796317342117998e+00,4.311630000000000000e+06
-4.651589644278084634e+00,-6.140129935778970705e+00,-3.489320000000000000e+17,-1.570796326794896780e+00,3.084509999999999863e+00,8.289269616663784035e+00,7.141163973353672922e+00,3.493320000000000640e+17,1.570796326794896780e+00,1.708760000000000000e+17
-5.805160350507311051e+00,-7.930184568020273161e+00,-1.859940000000000058e+28,-1.570796326794896780e+00,3.049249999999999794e+00,1.074622345925475386e+01,8.959313607585057682e+00,1.861600000000000211e+28,1.570796326794896780e+00,8.056920000000000024e+27
-5.772766601455162849e+00,-7.931879012107429183e+00,-1.859940000000000058e+28,-1.570796326794896780e+00,3.049249999999999794e+00,1.078387357436842109e+01,8.962759382655475449e+00,1.861600000000000211e+28,1.570796326794896780e+00,8.056920000000000024e+27
-5.057616659384445157e+00,-7.881682025031704342e+00,-1.859940000000000058e+28,-1.570796326794896780e+00,3.049249999999999794e+00,1.143093098955468712e+01,8.946362648247237814e+00,1.861600000000000211e+28,1.570796326794896780e+00,8.056920000000000024e+27
-4.273273260466737611e+00,-7.737966180315802411e+00,-1.859940000000000278e+28,-1.570796326794896780e+00,3.049249999999999794e+00,1.193535373155582668e+01,8.816190087803814635e+00,1.861599999999999992e+28,1.570796326794896780e+00,8.056920000000000024e+27
-4.029108826378028141e+00,-8.107825207874531870e+00,-1.859940000000000278e+28,-1.570796326794896780e+00,3.049249999999999794e+00,1.290584429003523681e+01,9.156564377078980854e+00,1.861599999999999992e+28,1.570796326794896780e+00,8.056920000000000024e+27
-3.957066499389263470e+00,-8.637583241648592036e+00,-1.859940000000000278e+28,-1.570796326794896780e+00,3.049249999999999794e+00,1.397133127904727345e+01,9.595671679284665245e+00,1.861599999999999992e+28,1.570796326794896780e+00,8.056920000000000024e+27
